"movie","break_even","earnings_ratio","budget_raw","worldwide_gross","production_budget","even"
"War of the Worlds",1,4.6,132000000,"$606,836,535","$132,000,000","Made money"
"The Hunger Games: Catching Fire",1,6.6,130000000,"$857,668,047","$130,000,000","Made money"
"Harry Potter and the Prisoner of Azkaban",1,6.13,130000000,"$796,688,549","$130,000,000","Made money"
"The Bourne Ultimatum",1,3.4,130000000,"$442,161,562","$130,000,000","Made money"
"Kung Fu Panda",1,4.86,130000000,"$631,910,531","$130,000,000","Made money"
"Puss in Boots",1,4.27,130000000,"$554,987,477","$130,000,000","Made money"
"Megamind",1,2.48,130000000,"$321,887,208","$130,000,000","Made money"
"Bad Boys II",1,2.1,130000000,"$272,940,870","$130,000,000","Made money"
"Salt",1,2.27,130000000,"$295,713,467","$130,000,000","Made money"
"The Adventures of Tintin",1,2.88,130000000,"$373,993,951","$130,000,000","Made money"
"After Earth",1,1.88,130000000,"$244,373,198","$130,000,000","Made money"
"Australia",1,1.65,130000000,"$215,080,810","$130,000,000","Made money"
"R.I.P.D.",0,0.61,130000000,"$79,019,947","$130,000,000","Lost money"
"The Twilight Saga: Breaking Dawn, Part 1",1,5.57,127500000,"$709,938,657","$127,500,000","Made money"
"Dinosaur",1,2.79,127500000,"$356,148,063","$127,500,000","Made money"
"The Matrix Reloaded",1,5.82,127000000,"$738,576,929","$127,000,000","Made money"
"Harry Potter and the Deathly Hallows: Part II",1,10.62,125000000,"$1,328,111,219","$125,000,000","Made money"
